Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[age]	Characteristics[developmental stage]	Characteristics[cell line]	Characteristics[cell type]	Characteristics[sex]	Characteristics[disease]	Characteristics[biological replicate]	Characteristics[set]	Characteristics[individual]	Material Type	assay name	technology type	comment[separation]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Factor Value[set]	Factor Value[individual]
donor 13	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	2	donor 13	organism part	run 131	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr59.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr59.raw	1	59	TMT128C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	2	donor 13
donor 14	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	2	donor 14	organism part	run 131	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr59.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr59.raw	1	59	TMT129N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	2	donor 14
donor 15	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	2	donor 15	organism part	run 131	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr59.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr59.raw	1	59	TMT129C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	2	donor 15
donor 16	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	2	donor 16	organism part	run 131	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr59.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr59.raw	1	59	TMT130N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	2	donor 16
Internal Standard 3	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	2	Internal Standard	organism part	run 131	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr59.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr59.raw	1	59	TMT130C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	2	Internal Standard
Internal Standard 4	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	2	Internal Standard	organism part	run 131	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr59.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr59.raw	1	59	TMT131	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	2	Internal Standard
donor 9	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	2	donor 9	organism part	run 132	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr60.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr60.raw	1	60	TMT126	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	2	donor 9
donor 10	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	2	donor 10	organism part	run 132	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr60.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr60.raw	1	60	TMT127N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	2	donor 10
donor 11	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	2	donor 11	organism part	run 132	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr60.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr60.raw	1	60	TMT127C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	2	donor 11
donor 12	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	2	donor 12	organism part	run 132	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr60.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr60.raw	1	60	TMT128N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	2	donor 12
donor 13	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	2	donor 13	organism part	run 132	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr60.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr60.raw	1	60	TMT128C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	2	donor 13
donor 14	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	2	donor 14	organism part	run 132	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr60.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr60.raw	1	60	TMT129N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	2	donor 14
donor 15	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	2	donor 15	organism part	run 132	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr60.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr60.raw	1	60	TMT129C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	2	donor 15
donor 16	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	2	donor 16	organism part	run 132	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr60.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr60.raw	1	60	TMT130N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	2	donor 16
Internal Standard 3	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	2	Internal Standard	organism part	run 132	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr60.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr60.raw	1	60	TMT130C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	2	Internal Standard
Internal Standard 4	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	2	Internal Standard	organism part	run 132	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr60.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr60.raw	1	60	TMT131	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	2	Internal Standard
donor 9	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	2	donor 9	organism part	run 133	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr61.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr61.raw	1	61	TMT126	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	2	donor 9
donor 10	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	2	donor 10	organism part	run 133	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr61.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr61.raw	1	61	TMT127N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	2	donor 10
donor 11	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	2	donor 11	organism part	run 133	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr61.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr61.raw	1	61	TMT127C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	2	donor 11
donor 12	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	2	donor 12	organism part	run 133	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr61.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr61.raw	1	61	TMT128N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	2	donor 12
donor 13	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	2	donor 13	organism part	run 133	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr61.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr61.raw	1	61	TMT128C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	2	donor 13
donor 14	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	2	donor 14	organism part	run 133	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr61.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr61.raw	1	61	TMT129N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	2	donor 14
donor 15	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	2	donor 15	organism part	run 133	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr61.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr61.raw	1	61	TMT129C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	2	donor 15
donor 16	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	2	donor 16	organism part	run 133	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr61.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr61.raw	1	61	TMT130N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	2	donor 16
Internal Standard 3	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	2	Internal Standard	organism part	run 133	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr61.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr61.raw	1	61	TMT130C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	2	Internal Standard
Internal Standard 4	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	2	Internal Standard	organism part	run 133	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr61.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr61.raw	1	61	TMT131	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	2	Internal Standard
donor 9	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	2	donor 9	organism part	run 134	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr62.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr62.raw	1	62	TMT126	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	2	donor 9
donor 10	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	2	donor 10	organism part	run 134	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr62.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr62.raw	1	62	TMT127N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	2	donor 10
donor 11	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	2	donor 11	organism part	run 134	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr62.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr62.raw	1	62	TMT127C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	2	donor 11
donor 12	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	2	donor 12	organism part	run 134	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr62.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr62.raw	1	62	TMT128N	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	2	donor 12
donor 13	Homo sapiens	blood plasma	not available	not available	not applicable	not applicable	not available	normal	1	2	donor 13	organism part	run 134	proteomic profiling by mass spectrometry	NT=Immobilized pH Gradient Electrophoresis;AC=PRIDE:0000123	MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr62.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/04/PXD010899/MP_normal_pool2_QE1_20160715_1mg_IPG3-10_7of15ul_fr62.raw	1	62	TMT128C	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable"	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	30%-40% NCE	10 ppm	0.03 Da	2	donor 13
