Sample Name 	Characteristics[organism]	Characteristics[disease]	Characteristics[organism part]	Comment[cptac accession number]	Comment[data file]	Comment[Associated file URI]	Comment[instrument]	Comment[modification parameters]	Comment[modification parameters]	Comment[modification parameters]	Comment[cleavage agent details]	Material Type	Description	Comment[Label]	Comment[fragment mass tolerance]	Comment[precursor mass tolerance]
Sample 1087	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180507_fusion_zhw_TMT11_liver14_pho_F20.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Phosphoproteome/liver14_Phosphoproteome_raw/20180507_fusion_zhw_TMT11_liver14_pho_F20.raw										
Sample 1088	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180507_fusion_zhw_TMT11_liver14_pho_F21.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Phosphoproteome/liver14_Phosphoproteome_raw/20180507_fusion_zhw_TMT11_liver14_pho_F21.raw										
Sample 1089	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180507_fusion_zhw_TMT11_liver14_pho_F22.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Phosphoproteome/liver14_Phosphoproteome_raw/20180507_fusion_zhw_TMT11_liver14_pho_F22.raw										
Sample 1090	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180507_fusion_zhw_TMT11_liver14_pho_F23.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Phosphoproteome/liver14_Phosphoproteome_raw/20180507_fusion_zhw_TMT11_liver14_pho_F23.raw										
Sample 1091	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180507_fusion_zhw_TMT11_liver14_pho_F24.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Phosphoproteome/liver14_Phosphoproteome_raw/20180507_fusion_zhw_TMT11_liver14_pho_F24.raw										
Sample 1092	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F01.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F01.raw										
Sample 1093	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F02.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F02.raw										
Sample 1094	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F03.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F03.raw										
Sample 1095	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F04.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F04.raw										
Sample 1096	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F05.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F05.raw										
Sample 1097	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F06.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F06.raw										
Sample 1098	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F07.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F07.raw										
Sample 1099	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F08.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F08.raw										
Sample 1100	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F09.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F09.raw										
Sample 1101	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F10.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F10.raw										
Sample 1102	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F11.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F11.raw										
Sample 1103	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F12.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F12.raw										
Sample 1104	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F13.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F13.raw										
Sample 1105	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F14.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F14.raw										
Sample 1106	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F15.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F15.raw										
Sample 1107	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F16.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F16.raw										
Sample 1108	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F17.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F17.raw										
Sample 1109	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F18.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F18.raw										
Sample 1110	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F19.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F19.raw										
Sample 1111	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F20.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F20.raw										
Sample 1112	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F21.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F21.raw										
Sample 1113	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F22.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F22.raw										
Sample 1114	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F23.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F23.raw										
Sample 1115	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F24.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F24.raw										
Sample 1116	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F25.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F25.raw										
Sample 1117	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F26.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F26.raw										
Sample 1118	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F27.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F27.raw										
Sample 1119	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F28.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F28.raw										
Sample 1120	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F29.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F29.raw										
Sample 1121	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F30.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F30.raw										
Sample 1122	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F31.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F31.raw										
Sample 1123	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F32.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F32.raw										
Sample 1124	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F33.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F33.raw										
Sample 1125	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F34.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F34.raw										
Sample 1126	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F35.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F35.raw										
Sample 1127	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F36.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F36.raw										
Sample 1128	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F37.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F37.raw										
Sample 1129	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F38.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F38.raw										
Sample 1130	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F39.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F39.raw										
Sample 1131	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F40.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F40.raw										
Sample 1132	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F41.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F41.raw										
Sample 1133	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F42.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F42.raw										
Sample 1134	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F43.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F43.raw										
Sample 1135	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F44.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F44.raw										
Sample 1136	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F45.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F45.raw										
Sample 1137	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F46.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F46.raw										
Sample 1138	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F47.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F47.raw										
Sample 1139	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180108_HF_ZHW_total_liver14_F48.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver14_Proteome/liver14_Proteome_raw/20180108_HF_ZHW_total_liver14_F48.raw										
Sample 1140	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180508_fusion_zhw_TMT11_liver15_pho_F01.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver15_Phosphoproteome/liver15_Phosphoproteome_raw/20180508_fusion_zhw_TMT11_liver15_pho_F01.raw										
Sample 1141	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180508_fusion_zhw_TMT11_liver15_pho_F02.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver15_Phosphoproteome/liver15_Phosphoproteome_raw/20180508_fusion_zhw_TMT11_liver15_pho_F02.raw										
Sample 1142	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180508_fusion_zhw_TMT11_liver15_pho_F03.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver15_Phosphoproteome/liver15_Phosphoproteome_raw/20180508_fusion_zhw_TMT11_liver15_pho_F03.raw										
Sample 1143	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180508_fusion_zhw_TMT11_liver15_pho_F04.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver15_Phosphoproteome/liver15_Phosphoproteome_raw/20180508_fusion_zhw_TMT11_liver15_pho_F04.raw										
Sample 1144	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180508_fusion_zhw_TMT11_liver15_pho_F05.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver15_Phosphoproteome/liver15_Phosphoproteome_raw/20180508_fusion_zhw_TMT11_liver15_pho_F05.raw										
Sample 1145	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180508_fusion_zhw_TMT11_liver15_pho_F06.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver15_Phosphoproteome/liver15_Phosphoproteome_raw/20180508_fusion_zhw_TMT11_liver15_pho_F06.raw										
Sample 1146	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180508_fusion_zhw_TMT11_liver15_pho_F07.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver15_Phosphoproteome/liver15_Phosphoproteome_raw/20180508_fusion_zhw_TMT11_liver15_pho_F07.raw										
Sample 1147	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180508_fusion_zhw_TMT11_liver15_pho_F08.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver15_Phosphoproteome/liver15_Phosphoproteome_raw/20180508_fusion_zhw_TMT11_liver15_pho_F08.raw										
Sample 1148	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180508_fusion_zhw_TMT11_liver15_pho_F09.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver15_Phosphoproteome/liver15_Phosphoproteome_raw/20180508_fusion_zhw_TMT11_liver15_pho_F09.raw										
Sample 1149	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180508_fusion_zhw_TMT11_liver15_pho_F10.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver15_Phosphoproteome/liver15_Phosphoproteome_raw/20180508_fusion_zhw_TMT11_liver15_pho_F10.raw										
Sample 1150	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180508_fusion_zhw_TMT11_liver15_pho_F11.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver15_Phosphoproteome/liver15_Phosphoproteome_raw/20180508_fusion_zhw_TMT11_liver15_pho_F11.raw										
Sample 1151	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180508_fusion_zhw_TMT11_liver15_pho_F12.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver15_Phosphoproteome/liver15_Phosphoproteome_raw/20180508_fusion_zhw_TMT11_liver15_pho_F12.raw										
Sample 1152	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180508_fusion_zhw_TMT11_liver15_pho_F13.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver15_Phosphoproteome/liver15_Phosphoproteome_raw/20180508_fusion_zhw_TMT11_liver15_pho_F13.raw										
